epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,104.099,0.64463,0.47981,1.11151,0,0,0,0,0,224.24,0,0.00034,0.00034,0.00034
2,201.28,0.64303,0.5108,1.07158,0,0,0,0,0,100.136,0,0.00068614,0.00068614,0.00068614
3,294.028,0.66349,0.50213,1.03378,0,0,0,0,0,130.355,0,0.00101802,0.00101802,0.00101802
